Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Main Factor. ??Which of these was the main factor for leaving?,InstituteViews. Topic:1. I feel the senior leadership had a clear vision and direction,InstituteViews. Topic:2. I was given access to skills training to help me do my job better,InstituteViews. Topic:3. I was given adequate opportunities for personal development,InstituteViews. Topic:4. I was given adequate opportunities for promotion within %Institute]Q25LBL%,InstituteViews. Topic:5. I felt the salary for the job was right for the responsibilities I had,InstituteViews. Topic:6. The organisation recognised when staff did good work,InstituteViews. Topic:7. Management was generally supportive of me,InstituteViews. Topic:8. Management was generally supportive of my team,InstituteViews. Topic:9. I was kept informed of the changes in the organisation which would affect me,InstituteViews. Topic:10. Staff morale was positive within the Institute,InstituteViews. Topic:11. If I had a workplace issue it was dealt with quickly,InstituteViews. Topic:12. If I had a workplace issue it was dealt with efficiently,InstituteViews. Topic:13. If I had a workplace issue it was dealt with discreetly,WorkUnitViews. Topic:14. I was satisfied with the quality of the management and supervision within my work unit,WorkUnitViews. Topic:15. I worked well with my colleagues,WorkUnitViews. Topic:16. My job was challenging and interesting,WorkUnitViews. Topic:17. I was encouraged to use my initiative in the course of my work,WorkUnitViews. Topic:18. I had sufficient contact with other people in my job,WorkUnitViews. Topic:19. I was given adequate support and co-operation by my peers to enable me to do my job,WorkUnitViews. Topic:20. I was able to use the full range of my skills in my job,WorkUnitViews. Topic:21. I was able to use the full range of my abilities in my job. ; Category:Level of Agreement; Question:YOUR VIEWS ABOUT YOUR WORK UNIT],WorkUnitViews. Topic:22. I was able to use the full range of my knowledge in my job,WorkUnitViews. Topic:23. My job provided sufficient variety,WorkUnitViews. Topic:24. I was able to cope with the level of stress and pressure in my job,WorkUnitViews. Topic:25. My job allowed me to balance the demands of work and family to my satisfaction,WorkUnitViews. Topic:26. My supervisor gave me adequate personal recognition and feedback on my performance,"WorkUnitViews. Topic:27. My working environment was satisfactory e.g. sufficient space, good lighting, suitable seating and working area",WorkUnitViews. Topic:28. I was given the opportunity to mentor and coach others in order for me to pass on my skills and knowledge prior to my cessation date,WorkUnitViews. Topic:29. There was adequate communication between staff in my unit,WorkUnitViews. Topic:30. Staff morale was positive within my work unit,Induction. Did you undertake Workplace Induction?,InductionInfo. Topic:Did you undertake a Corporate Induction?,InductionInfo. Topic:Did you undertake a Institute Induction?,InductionInfo. Topic: Did you undertake Team Induction?,InductionInfo. Face to Face Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. On-line Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. Induction Manual Topic:Did you undertake a Corporate Induction?,InductionInfo. Face to Face Topic:Did you undertake a Institute Induction?,InductionInfo. On-line Topic:Did you undertake a Institute Induction?,InductionInfo. Induction Manual Topic:Did you undertake a Institute Induction?,InductionInfo. Face to Face Topic: Did you undertake Team Induction; Category?,InductionInfo. On-line Topic: Did you undertake Team Induction?process you undertook and how it was conducted.],InductionInfo. Induction Manual Topic: Did you undertake Team Induction?,Workplace. Topic:Did you and your Manager develop a Performance and Professional Development Plan (PPDP)?,Workplace. Topic:Does your workplace promote a work culture free from all forms of unlawful discrimination?,Workplace. Topic:Does your workplace promote and practice the principles of employment equity?,Workplace. Topic:Does your workplace value the diversity of its employees?,Workplace. Topic:Would you recommend the Institute as an employer to others?,Gender. What is your Gender?,CurrentAge. Current Age,Employment Type. Employment Type,Classification. Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
6.34E+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011,Retrenchment/ Redundancy,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,No,,,,-,-,-,-,-,-,-,-,-,No,No,No,Yes,No,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.34E+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,Other,-,Career Move - Public Sector,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,,,Face to Face,-,-,-,On-line,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Female,31 ?35,Temporary Full-time,Administration (AO),1-2,1-2
6.34E+17,Southbank Institute of Technology,Non-Delivery (corporate),2011,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,Study,-,-,-,Job Dissatisfaction,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,,,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,No,Female,21 ?25,Temporary Full-time,Administration (AO),1-2,1-2
6.34E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011,Contract Expired,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Agree,Not Applicable,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Female,36 ?40,Temporary Full-time,Teacher (including LVT),1-2,11-20
6.34E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011,Contract Expired,,,,,,,,,,,,,,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,No,No,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,26 ?30,Temporary Part-time,Teacher (including LVT),Less than 1 year,7-10
6.34E+17,Central Queensland Institute of TAFE,Delivery (teaching),2011,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Male,41 ?45,Temporary Full-time,Technical Officer (TO),1-2,Less than 1 year
6.34E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011,Contract Expired,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Not Applicable,Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,No,Female,46 ?50,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011,Contract Expired,,,,,,,,,,,,,,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,No,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Female,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34E+17,Central Queensland Institute of TAFE,Delivery (teaching),2011,Contract Expired,,,,,,,,,,,,,,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Yes,,Yes,,-,-,-,-,On-line,-,-,-,-,No,Yes,Yes,Yes,Yes,Male,51-55,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34E+17,Southbank Institute of Technology,Non-Delivery (corporate),2011,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Neutral,Agree,Not Applicable,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Yes,Yes,,Yes,Face to Face,On-line,-,-,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Male,36 ?40,Temporary Full-time,Executive (SES/SO),Less than 1 year,Less than 1 year
6.34E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,21 ?25,Contract/casual,Administration (AO),1-2,Less than 1 year
6.34E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011,Retrenchment/ Redundancy,,,,,,,,,,,,,,Disagree,Not Applicable,Agree,Not Applicable,Neutral,Disagree,Neutral,Neutral,Agree,Strongly Disagree,Not Applicable,Not Applicable,Not Applicable,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,No,Yes,No,-,-,-,-,-,-,-,-,-,No,Yes,Yes,No,No,Female,51-55,Contract/casual,Administration (AO),1-2,1-2
6.34E+17,Southbank Institute of Technology,Delivery (teaching),2011,Retrenchment/ Redundancy,,,,,,,,,,,,,,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Yes,Yes,Yes,No,Face to Face,-,-,Face to Face,-,-,-,-,-,No,Yes,Yes,No,No,Female,56 or older,Permanent Part-time,Tutor,7-10,7-10
6.34E+17,SkillsTech Australia,Non-Delivery (corporate),2011,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Career Move - Private Sector,Neutral,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,No,Yes,No,Yes,Yes,Female,26 ?30,Temporary Full-time,Administration (AO),1-2,1-2
6.34E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Dissatisfaction with %[Institute]Q25LBL%,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,No,No,No,Female,41 ?45,Temporary Full-time,Teacher (including LVT),11-20,1-2
6.34E+17,Tropical North Institute of TAFE,Delivery (teaching),2012,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Part-time,Teacher (including LVT),3-4,3-4
6.34E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,Yes,Yes,-,-,-,Face to Face,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Operational (OO),More than 20 years,More than 20 years
6.34E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,Other,-,Other,,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,46 ?50,Permanent Full-time,Administration (AO),5-6,5-6
6.34E+17,SkillsTech Australia,Non-Delivery (corporate),2011,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Temporary Full-time,Administration (AO),3-4,3-4
6.34E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011,Contract Expired,,,,,,,,,,,,,,Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Not Applicable,Not Applicable,Not Applicable,Agree,Disagree,Disagree,Disagree,Not Applicable,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Not Applicable,Strongly Disagree,Strongly Disagree,No,,,,,,,,,,,,,No,Yes,Yes,Yes,,Female,36 ?40,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
6.34E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011,Contract Expired,,,,,,,,,,,,,,Strongly Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Neutral,Agree,Not Applicable,Not Applicable,Not Applicable,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Not Applicable,Agree,Agree,Agree,Agree,No,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Female,36 ?40,Contract/casual,Administration (AO),3-4,Less than 1 year
6.34E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,26 ?30,Permanent Full-time,Professional Officer (PO),3-4,1-2
6.34E+17,Brisbane North Institute of TAFE,Delivery (teaching),2011,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,51-55,Temporary Full-time,Administration (AO),1-2,1-2
6.34E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34E+17,Central Queensland Institute of TAFE,Delivery (teaching),2011,Resignation,-,-,-,-,-,-,-,-,-,Travel,-,-,,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Not Applicable,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Not Applicable,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Not Applicable,Not Applicable,Not Applicable,Yes,Yes,Yes,No,-,On-line,-,-,On-line,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,31 ?35,Contract/casual,Teacher (including LVT),1-2,1-2
6.34E+17,Tropical North Institute of TAFE,Delivery (teaching),2011,Termination,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Yes,,Yes,,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,51-55,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34E+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,-,On-line,-,-,On-line,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Female,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34E+17,SkillsTech Australia,Non-Delivery (corporate),2010,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,-,On-line,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,,,,,,
6.35E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,21 ?25,Permanent Full-time,Administration (AO),3-4,3-4
6.35E+17,Southbank Institute of Technology,Non-Delivery (corporate),2011,Resignation,-,-,-,-,-,-,-,-,-,Travel,-,-,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Agree,Strongly Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,51-55,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.35E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,Study,-,-,-,Dissatisfaction with %[Institute]Q25LBL%,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,No,No,No,No,Female,36 ?40,Temporary Full-time,Administration (AO),1-2,1-2
6.35E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,41 ?45,Permanent Part-time,Professional Officer (PO),11-20,11-20
6.35E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011,Contract Expired,,,,,,,,,,,,,,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,-,On-line,-,-,On-line,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,46 ?50,Temporary Part-time,Teacher (including LVT),Less than 1 year,3-4
6.35E+17,Brisbane North Institute of TAFE,Delivery (teaching),2011,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,51-55,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.35E+17,SkillsTech Australia,Delivery (teaching),2011,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Job Dissatisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,,,,,Female,21 ?25,Permanent Full-time,Administration (AO),3-4,3-4
6.35E+17,SkillsTech Australia,Non-Delivery (corporate),2011,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Strongly Disagree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Strongly Disagree,,Not Applicable,Not Applicable,Not Applicable,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Not Applicable,Neutral,Disagree,Yes,Yes,No,Yes,Face to Face,-,-,-,-,-,Face to Face,-,-,No,Yes,Yes,Yes,No,Female,36 ?40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.35E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.35E+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011,Termination,,,,,,,,,,,,,,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Yes,Yes,Yes,Yes,-,On-line,-,-,On-line,-,-,-,Induction Manual,No,Yes,Yes,Yes,Yes,Female,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
